"# This page contains raw intensities for all 8 slides.
# Column ""Block"": block number of each probe.
# Column ""Column"": column number of each probe.
# Column ""Row"": row number of each probe.
# Column ""Name"": the name of each miRNA/probe.
# Column ""ID"": array ID of the probes, each miRNA always has its unique probe, but some miRNAs may have two different probes.
# Column ""ForeGround"": the foreground intensity of each probe.
# Column ""ForeGround-BackGround"": the signal of the probe after background correction.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,ForeGround,,,,,,,,ForeGround-BackGround,,,,,,,
Block,Column,Row,Name,ID,1A_f,1B_f,2A_f,2B_f,3A_f,3B_f,4A_f,4B_f,1A_f_b,1B_f_b,2A_f_b,2B_f_b,3A_f_b,3B_f_b,4A_f_b,4B_f_b
11,2,9,,49190,60,55,63,56,62,59,79,67,5,2,17,6,-10,3,33,22
11,3,9,,48146,69,56,60,56,66,54,55,57,15,6,13,4,-11,2,8,14
11,4,9,,50320,316,275,349,119,509,381,228,75,263,222,304,72,432,329,181,32
11,5,9,,48927,151,230,192,132,171,188,187,93,98,179,149,83,108,132,143,48
11,6,9,cel-miR-57,50155,51,58,54,50,63,52,61,47,2,8,10,1,1,-3,19,3
11,7,9,cel-miR-358,48953,60,53,53,51,58,53,68,53,8,1,7,3,-3,0,24,11
11,8,9,,49691,52,52,48,47,52,50,55,45,-1,3,5,1,-8,-4,11,3
11,9,9,spike_control_d,10904,49,51,41,46,67,56,55,47,-9,1,-2,-1,7,5,9,6
11,10,9,,49784,60,58,57,63,67,50,68,52,6,10,11,16,5,-4,21,11
11,11,9,,49831,141,323,91,191,231,138,157,75,89,272,47,143,172,83,114,30
11,12,9,,49860,59,50,48,50,60,50,58,57,9,0,6,6,-1,-3,14,11
11,13,9,,49230,48,50,50,43,51,55,66,53,-4,2,6,-4,-10,-1,23,7
11,14,9,,50029,63,51,52,45,62,63,59,52,12,1,6,-3,3,10,15,6
11,15,9,,50191,50,51,49,43,55,51,55,49,-3,3,4,-4,-4,-3,7,4
11,1,10,,48935,56,61,54,56,62,60,69,65,1,9,7,5,-4,4,23,20
11,2,10,,50411,60,61,53,61,66,58,90,56,6,9,8,10,-3,3,45,12
11,3,10,,49945,59,53,52,51,68,53,58,59,6,4,8,-1,-5,0,11,17
11,4,10,,49524,52,50,48,44,75,61,63,52,0,-2,2,-4,-1,8,16,10
11,5,10,,49845,57,57,48,54,64,55,63,45,5,6,3,4,-6,3,15,4
11,6,10,,50095,55,49,49,52,77,54,54,47,5,-2,5,6,16,1,11,4
11,7,10,,49513,53,55,50,49,56,50,71,50,2,6,5,1,-6,-2,20,7
11,8,10,,50097,48,58,52,46,51,56,78,49,-6,10,8,2,-10,3,34,7
11,9,10,cel-miR-238,49206,55,48,50,54,52,51,44,49,2,0,6,7,-10,-2,-5,7
11,10,10,spike_control_g,10905,49,44,45,43,58,47,52,55,-2,-3,1,-5,-1,-4,4,15
11,11,10,,49403,97,167,100,166,250,89,88,69,44,119,57,119,192,36,43,27
11,12,10,,49655,55,50,50,43,57,58,43,46,2,2,6,-1,-6,4,-4,4
11,13,10,,48905,64,53,49,54,49,51,64,59,12,7,5,7,-11,-9,18,17
11,14,10,,48413,56,75,60,56,63,59,75,61,5,28,16,7,2,2,31,17
11,15,10,,48102,104,266,53,118,182,73,75,60,56,218,9,71,122,20,31,17
11,1,11,,49981,69,66,53,59,82,53,87,62,15,11,7,9,13,-1,42,17
11,2,11,,47256,63,63,55,59,71,65,54,54,8,11,8,10,4,8,9,10
11,3,11,,48780,79,96,54,71,94,98,67,47,24,48,7,24,23,41,21,3
11,4,11,,49131,141,91,130,72,101,84,120,128,88,42,85,26,28,32,73,86
11,5,11,,49826,47,52,57,50,58,58,61,53,-8,3,12,2,-6,7,17,12
11,6,11,cel-miR-1018,49213,58,73,55,63,73,57,67,53,6,23,9,12,10,3,24,12
11,7,11,,50430,67,82,52,68,107,74,63,55,16,36,8,19,45,18,18,13
11,8,11,,49511,54,48,49,51,58,52,51,52,1,1,4,5,-3,-3,7,8
11,9,11,,49969,55,47,44,47,60,62,60,49,3,-2,-1,0,0,9,14,7
11,10,11,,50405,53,46,42,48,66,47,57,44,1,-3,-1,0,5,-5,9,4
11,11,11,spike_control_e,10906,52,47,55,53,61,63,54,59,0,1,13,8,-1,-3,9,18
11,12,11,cel-miR-233,49821,57,51,45,54,56,98,66,61,4,4,2,8,-7,12,21,19
11,13,11,,48194,54,54,65,49,54,59,77,80,3,7,22,3,-9,-2,29,38
11,14,11,,11147,52,55,51,50,54,47,71,50,0,7,8,4,-6,-14,29,7
11,15,11,,49049,59,48,48,44,49,57,53,50,8,-3,3,1,-11,0,7,7
11,1,12,,29544,368,426,243,272,407,410,171,113,316,372,197,223,339,355,124,70
11,2,12,,48318,54,50,54,51,61,49,60,52,-1,-5,8,1,-5,-9,12,7
11,3,12,,49329,54,55,55,56,65,53,60,48,0,3,9,5,-2,-1,10,1
11,4,12,,49398,76,71,68,58,70,71,94,81,20,21,24,10,-4,19,49,38
11,5,12,,49141,68,58,49,53,64,55,48,43,11,8,5,5,-3,2,-1,-1
11,6,12,,48979,525,1046,406,617,2458,1321,470,180,474,998,358,568,2397,1271,424,138
11,7,12,,50014,53,57,54,52,55,54,60,46,3,10,9,3,-10,3,13,5
11,8,12,,50039,57,57,48,53,63,47,54,50,6,7,3,5,2,-2,10,9
11,9,12,,49574,55,51,54,47,65,54,65,56,1,2,10,-3,-1,2,19,16
11,10,12,,48921,167,663,235,477,722,245,314,110,114,613,190,430,656,190,266,71
11,11,12,,49589,53,53,55,47,54,55,60,49,1,6,10,3,-8,1,14,8
11,12,12,spike_control_h,10907,57,54,49,42,55,61,69,64,3,7,5,-2,-6,-5,26,22
11,13,12,,42648,53,50,48,51,58,50,54,48,4,-1,5,4,-4,-8,9,5
11,14,12,,50134,76,59,71,49,66,54,76,84,27,7,28,3,6,-2,33,42
11,15,12,,50366,48,44,50,47,50,59,65,52,-2,-6,5,4,-11,2,22,6
11,1,13,,49189,52,59,55,51,62,57,79,56,0,8,10,1,-5,2,31,14
11,2,13,,49782,55,58,48,55,63,53,68,59,1,6,3,3,-10,-2,22,16
11,3,13,,49454,85,100,72,113,95,57,60,75,31,49,27,60,25,2,16,32
11,4,13,,48975,79,66,68,60,79,62,82,71,26,14,24,11,8,9,39,29
11,5,13,,48621,66,47,57,49,63,51,67,45,11,-6,12,3,-2,-3,18,2
11,6,13,,50449,52,54,48,50,72,49,63,60,0,5,2,2,9,-4,18,18
11,7,13,,48949,62,65,51,55,64,56,60,64,10,17,5,6,0,4,16,23
11,8,13,,47274,81,81,83,69,66,63,92,90,26,28,38,24,2,11,48,49
11,9,13,,50208,69,131,62,84,120,107,69,52,19,71,17,39,58,53,20,10
11,10,13,,-1,52,59,50,50,52,50,58,47,-1,-1,8,2,-11,-7,6,6
11,11,13,,49861,46,49,48,49,55,44,67,52,-8,-7,4,4,-2,-7,21,8
11,12,13,,49366,59,53,45,52,58,62,52,51,6,-1,0,6,-4,8,8,7
11,13,13,,48818,53,51,44,47,48,52,58,45,1,-14,1,0,-15,-3,13,1
11,14,13,,49132,55,58,56,44,54,53,66,64,2,-3,14,-2,-5,-1,20,21
11,15,13,,49522,349,689,183,362,558,449,402,66,297,636,138,317,497,393,355,20
11,1,14,Hy3,13138,217,170,265,270,383,188,376,292,163,116,219,220,312,132,326,247
11,2,14,,48947,59,52,49,60,85,52,58,62,5,1,3,10,15,-4,11,17
11,3,14,cel-miR-787,49864,118,198,170,113,106,109,374,126,64,147,124,62,34,54,329,84
11,4,14,,47096,55,51,54,49,57,55,63,52,3,0,8,0,-9,0,16,12
11,5,14,,49610,68,65,59,56,65,59,68,62,16,13,15,8,0,6,22,21
11,6,14,,49139,49,53,45,51,66,58,52,47,-4,2,0,3,4,3,8,3
11,7,14,,49938,47,56,45,46,65,50,50,46,-7,3,-1,-4,1,-4,4,-1
11,8,14,,47623,79,91,63,75,95,79,79,67,25,14,17,29,30,24,31,20
11,9,14,,49270,61,73,52,50,55,46,67,51,9,-17,6,3,-8,-8,15,8
11,10,14,,19602,60,88,51,53,76,69,56,49,11,-2,7,6,11,13,9,8
11,11,14,,49738,55,69,47,49,54,61,52,48,0,-3,5,3,-3,9,5,7
11,12,14,,49339,65,84,45,63,76,60,82,48,16,7,3,18,15,4,36,3
11,13,14,Empty,0,55,83,50,51,63,53,49,41,0,7,5,5,2,-3,2,-2
11,14,14,Hy3,13138,296,226,184,207,217,169,264,116,243,161,138,163,155,112,212,68
11,15,14,Hy3,13138,1310,146,205,140,212,170,279,199,1254,87,159,93,148,108,235,152
12,1,1,Hy3,13138,1719,963,1932,1760,455,629,2120,1941,1666,915,1883,1717,397,575,2076,954
12,2,1,,42607,53,51,55,46,52,50,51,395,-1,4,4,3,-11,-5,10,-387
12,3,1,,42553,61,52,52,52,59,57,58,628,6,6,1,7,1,4,14,-156
12,4,1,,42834,75,87,59,74,90,83,85,177,20,39,10,29,29,30,42,-573
12,5,1,,17896,71,59,77,54,59,54,61,173,15,8,24,12,-2,0,14,-553
12,6,1,,42599,51,47,62,46,50,46,56,169,-6,-2,8,1,-11,-8,10,-513
12,7,1,,11121,56,46,83,43,47,46,73,177,1,-2,-37,0,-12,-7,29,-402
12,8,1,,42858,65,59,165,51,52,52,80,390,10,12,-201,7,-7,-2,36,-334
12,9,1,,11200,114,97,419,63,97,85,101,465,62,53,-28,17,38,34,60,-422
12,10,1,,42827,45,52,226,45,57,49,64,492,-7,3,-121,1,-3,-5,21,-488
12,11,1,,42694,68,61,187,56,60,57,68,441,15,16,-127,10,1,3,24,-531
12,12,1,,27565,146,123,456,242,213,73,65,611,90,79,115,197,154,21,19,-281
12,13,1,,42810,70,52,198,53,55,52,60,363,14,8,-109,6,-4,0,15,-406
12,14,1,,46313,65,68,204,62,66,61,74,211,10,24,-24,11,5,9,32,-418
12,15,1,Hy3,13138,789,720,1529,1281,729,648,1208,1474,732,677,1307,1232,641,597,1163,1004
12,1,2,,10936,92,52,54,50,59,51,63,940,36,3,3,6,0,-2,18,-64
12,2,2,,42986,52,52,62,49,52,46,52,156,-1,7,11,5,-9,-7,10,-757
12,3,2,,17866,60,53,55,49,57,61,61,163,9,2,5,4,-5,9,12,-703
12,4,2,,13417,54,46,70,47,52,51,69,154,0,-11,18,1,-7,-3,18,-635
12,5,2,,42902,189,440,83,299,351,199,116,283,130,381,30,255,292,145,67,-436
12,6,2,,11058,68,63,65,93,65,56,81,219,11,9,7,47,5,3,29,-439
12,7,2,,11005,105,142,111,82,88,84,102,187,48,95,3,37,32,35,57,-406
12,8,2,,42620,98,88,176,64,80,70,94,277,43,39,-182,19,20,15,48,-418
12,9,2,,27544,94,87,236,123,72,61,69,286,39,40,-225,78,14,8,25,-556
12,10,2,,42797,51,56,150,51,51,49,70,385,-6,7,-220,8,-8,-3,26,-510
12,11,2,,42990,58,51,194,46,54,60,75,337,4,5,-142,1,-5,8,33,-549
12,12,2,,17875,61,50,178,55,54,52,47,423,6,5,-182,9,-3,0,4,-419
12,13,2,,46521,60,54,211,54,54,55,49,541,5,8,-77,7,-5,1,6,-125
12,14,2,,18900,68,50,182,52,66,51,52,470,11,3,-51,4,0,-2,7,-132
12,15,2,,30033,71,68,200,59,81,54,57,279,14,23,-21,8,20,2,16,-112
12,1,3,,46801,90,58,49,44,62,55,47,886,36,12,0,1,1,3,2,-53
12,2,3,,11039,137,174,74,102,139,110,95,553,82,126,23,57,79,54,50,-292
12,3,3,spike_control_i,14257,57,55,66,50,62,61,69,218,5,2,15,2,5,8,5,-601
12,4,3,,17662,47,57,54,48,49,44,78,311,-8,-1,4,2,-9,-10,-13,-470
12,5,3,,10977,59,59,59,46,65,48,62,261,-1,2,6,1,5,-3,-5,-438
12,6,3,,-1,60,58,78,52,54,52,70,252,1,1,21,7,-3,0,17,-411
12,7,3,,27540,150,209,91,180,437,86,105,279,90,160,1,135,379,34,61,-337
12,8,3,,46462,59,53,214,57,60,52,77,430,5,6,-82,12,3,0,33,-257
12,9,3,,42627,80,80,187,54,71,54,75,416,26,33,-275,7,14,3,31,-427
12,10,3,,49665,58,56,304,49,67,50,55,700,5,10,-77,2,8,1,13,-172
12,11,3,,49548,174,179,216,140,274,125,90,696,123,133,-151,96,216,75,47,-134
12,12,3,,49240,59,59,227,44,54,50,56,365,7,15,-156,-2,-4,-3,10,-419
12,13,3,,49827,55,67,187,57,53,54,73,216,3,22,-103,11,-4,1,29,-394
12,14,3,,50184,55,48,123,51,47,51,65,128,-1,0,-131,4,-10,-3,21,-379
12,15,3,,50424,67,49,150,54,52,56,63,200,9,4,-65,4,-6,0,20,-133
12,1,4,,47959,63,46,59,50,47,52,50,943,7,2,11,7,-12,-2,6,-45
12,2,4,,49791,58,60,75,58,58,56,79,359,5,10,26,15,-2,3,32,-497
12,3,4,cel-miR-268,50126,51,60,55,47,61,48,59,889,-3,3,4,4,4,-9,-6,110
12,4,4,spike_control_a,14261,53,52,50,48,58,51,110,698,-2,-10,2,6,-4,-1,1,-95
12,5,4,,50033,67,64,64,44,65,67,86,700,10,0,14,-1,5,14,9,-19
12,6,4,,48954,54,60,59,45,53,47,60,550,-4,-4,5,1,-9,-9,6,-100
12,7,4,,49317,62,52,65,46,47,48,51,561,0,-2,-10,4,-11,-5,9,-97
12,8,4,,49467,53,53,286,47,54,49,49,584,-2,5,12,3,-5,-3,3,-141
12,9,4,cel-miR-35,49250,56,49,348,46,52,44,45,658,1,2,-72,0,-7,-8,3,-119
12,10,4,,48254,58,42,420,42,56,50,45,757,1,-5,27,-6,-3,1,1,-19
12,11,4,,50071,51,44,198,43,44,40,51,405,-1,-2,-186,-2,-18,-12,8,-356
12,12,4,,50162,47,43,248,53,46,45,63,357,-4,-3,-145,11,-12,-7,19,-350
12,13,4,,49269,69,75,191,81,59,60,74,286,18,27,-99,38,-1,9,30,-265
12,14,4,,28376,61,69,172,56,70,59,48,236,9,23,-92,12,11,7,5,-217
12,15,4,,48414,58,56,265,52,65,45,49,283,0,13,46,4,7,-7,7,-72
12,1,5,,47612,78,60,87,53,57,62,86,270,24,11,38,9,-3,8,42,-732
12,2,5,,48937,56,53,57,53,61,54,60,324,2,1,9,9,1,0,14,-537
12,3,5,,47345,78,89,116,65,85,65,105,555,22,28,67,21,26,10,56,-266
12,4,5,,49320,78,73,105,53,73,65,97,467,24,7,55,10,9,12,40,-355
12,5,5,spike_control_f,14262,60,49,62,48,50,49,71,246,6,-16,11,6,-10,-5,17,-518
12,6,5,,49717,88,73,115,58,69,74,78,279,32,3,62,15,9,20,27,-411
12,7,5,,49867,66,61,71,44,55,54,61,229,6,2,2,1,-6,1,17,-425
12,8,5,,49899,2371,2110,2826,1680,1954,1669,5487,8801,2314,2061,2594,1639,1893,1617,5441,8088
12,9,5,cel-miR-38,50247,88,87,241,69,96,66,70,478,34,39,-173,25,36,14,24,-286
12,10,5,,49855,95,92,368,76,87,79,97,483,40,44,-43,31,28,28,55,-233
12,11,5,cel-miR-1020,50300,55,51,170,48,45,51,68,197,2,6,-247,3,-16,-2,24,-493
12,12,5,cel-miR-1022,49409,59,54,279,44,53,53,67,505,6,10,-102,-1,-6,0,25,-155
12,13,5,,49433,2108,2328,798,3183,3351,1782,1313,2514,2052,2284,530,3137,3290,1730,1272,2039
12,14,5,,49498,125,98,177,152,105,79,69,331,71,53,-94,108,46,25,29,-68
12,15,5,,49212,52,58,177,45,52,50,47,127,-3,15,-73,0,-10,-3,6,-177
12,1,6,cel-miR-47,48911,60,48,49,52,60,56,40,1085,0,-1,1,7,0,0,-6,128
12,2,6,,49623,57,54,57,46,53,54,59,711,4,2,5,2,-8,2,10,-152
12,3,6,,49916,56,59,52,50,52,52,58,469,1,-8,2,8,-6,-1,10,-333
12,4,6,,47186,58,62,59,53,58,48,56,350,6,-16,9,9,-3,-1,-5,-480
12,5,6,,50252,59,62,60,47,80,51,75,683,3,-13,9,1,20,-2,13,-94
12,6,6,spike_control_b,14263,56,69,63,46,55,48,70,292,1,-4,13,2,-6,-5,14,-400
12,7,6,,47618,56,50,92,43,53,48,61,427,-5,-12,28,-2,-6,-6,11,-258
12,8,6,,49423,64,47,126,43,55,56,70,515,5,-2,-53,-1,-4,6,25,-203
12,9,6,,49455,68,49,254,45,52,51,60,333,13,2,-135,0,-7,0,18,-422
12,10,6,,49641,49,45,164,41,49,40,55,296,-6,-2,-279,-3,-7,-14,12,-351
12,11,6,,48115,82,67,208,60,65,45,57,319,29,23,-226,16,9,-7,14,-302
12,12,6,,47695,67,63,236,59,60,52,71,214,12,16,-117,14,1,0,29,-372
12,13,6,,50199,50,57,174,49,63,61,67,204,-11,13,-101,5,4,7,26,-237
12,14,6,,49837,54,41,177,43,49,44,69,123,-2,-4,-100,-2,-9,-12,28,-206
12,15,6,,49309,61,58,230,49,66,55,74,295,0,12,-22,2,4,2,31,1
12,1,7,,50290,56,54,57,50,58,47,59,330,2,6,10,4,-7,-6,12,-698
12,2,7,,49743,67,66,55,63,61,51,56,693,14,6,8,19,-2,-4,7,-223
12,3,7,,49851,59,62,63,53,64,47,70,229,7,-18,15,9,5,-8,21,-596
12,4,7,,49211,64,61,66,50,55,49,62,376,11,-55,17,8,-2,-6,10,-477
12,5,7,,49067,56,61,70,48,56,52,58,202,2,-55,19,3,-4,-3,2,-593
12,6,7,,47379,62,59,61,54,56,51,68,203,5,-29,9,12,-7,-2,12,-505
12,7,7,spike_control_c,14264,62,51,65,48,52,53,64,507,0,-17,4,4,-11,-1,15,-218
12,8,7,,49020,58,49,87,43,57,50,50,198,-5,-3,-85,-1,-3,-4,3,-540
12,9,7,,50441,48,48,123,53,47,45,61,197,-7,0,-249,8,-13,-7,10,-517
12,10,7,,49921,777,1131,457,873,3891,764,747,1626,724,1085,-1,829,3832,713,700,1073
12,11,7,,49918,56,50,306,53,45,54,58,304,1,4,-141,8,-16,3,18,-256
12,12,7,,49342,48,46,140,48,48,46,65,150,-6,-1,-197,4,-13,-5,22,-380
12,13,7,,50468,59,44,150,48,63,47,60,250,3,-1,-129,3,2,-5,18,-162
12,14,7,,49808,63,50,144,53,51,60,73,120,9,3,-132,10,-8,7,26,-170
12,15,7,,50325,69,53,123,50,57,55,74,114,11,8,-145,5,-2,0,27,-146
12,1,8,,47014,51,51,56,58,54,55,62,156,-2,0,8,12,-5,0,14,-844
12,2,8,,48105,125,187,75,193,195,69,90,221,70,126,26,151,134,15,42,-766
12,3,8,,49680,2063,4495,829,2540,4854,2776,1702,994,2009,4409,782,2494,4794,2721,1641,193
12,4,8,,47744,54,68,56,41,52,51,68,337,-2,-79,8,-2,-6,-3,14,-524
12,5,8,,49388,55,71,62,53,52,47,69,233,-1,-101,11,8,-7,-7,17,-571
12,6,8,,47362,108,95,72,89,147,85,81,338,49,-24,19,47,85,32,23,-370
12,7,8,,49363,70,77,75,65,105,71,72,331,11,2,16,20,44,17,22,-386
12,8,8,spike_control_j,10899,71,60,93,51,57,51,71,367,13,0,-37,9,-3,-2,23,-363
12,9,8,,49069,407,531,330,335,542,384,217,1518,355,478,-12,288,481,330,165,810
12,10,8,,47734,64,56,289,48,56,58,62,294,12,9,-202,0,-4,6,14,-211
12,11,8,,49074,53,50,358,47,61,47,71,195,2,3,-98,4,2,-9,25,-272
12,12,8,,49149,108,76,302,58,68,76,87,184,56,29,-30,16,8,22,41,-270
12,13,8,,48944,67,91,175,69,103,77,110,371,12,44,-104,25,42,21,63,-11
12,14,8,,50452,47,43,133,44,59,45,57,120,-7,-5,-137,-1,-4,-9,10,-135
12,15,8,,49613,130,114,259,76,100,102,114,260,73,57,1,32,38,48,65,33
12,1,9,cel-miR-43,50186,57,57,52,46,47,51,54,153,2,9,5,1,-14,-5,8,-831
12,2,9,,48561,52,46,52,44,55,47,53,229,-4,-8,3,-4,-9,-6,6,-887
12,3,9,,49065,61,60,64,58,49,49,51,300,6,-19,14,12,-9,-4,0,-646
12,4,9,,50457,66,84,69,59,73,56,72,400,9,-75,20,13,12,4,20,-624
12,5,9,,47299,58,86,62,48,58,47,88,300,0,-117,13,0,-2,-8,36,-524
12,6,9,,50347,58,68,53,45,52,49,57,222,-1,-61,-1,1,-9,-5,0,-506
12,7,9,,50220,71,73,91,61,59,52,74,355,11,-4,33,16,-3,-4,26,-360
12,8,9,,49397,52,54,64,45,51,46,51,253,-4,-19,-51,0,-11,-7,5,-491
12,9,9,spike_control_d,10904,67,51,102,55,66,48,77,274,11,-15,-231,9,6,-5,23,-369
12,10,9,,47424,112,105,255,195,107,69,92,282,57,48,-276,150,48,18,42,-172
12,11,9,,49242,70,69,308,56,114,75,75,283,17,15,-117,12,53,21,22,-123
12,12,9,,49748,55,57,184,57,62,49,69,219,2,4,-152,14,1,-4,16,-179
12,13,9,,48402,78,57,178,57,56,53,81,160,21,2,-106,13,-5,-2,30,-171
12,14,9,,49221,64,58,167,56,61,42,57,161,8,-3,-105,11,1,-14,5,-77
12,15,9,,48917,174,129,338,93,109,98,214,216,115,43,85,48,42,45,166,3
12,1,10,,48141,49,59,53,46,57,58,60,646,-6,13,6,1,1,4,16,-308
12,2,10,,48076,64,54,62,46,56,47,79,371,10,4,14,0,-4,-7,30,-823
12,3,10,,50114,55,57,57,43,50,50,60,539,2,-11,9,-3,-11,-4,11,-428
12,4,10,cel-miR-79,50085,57,78,52,48,57,51,65,322,-2,-59,1,3,-3,-2,12,-735
12,5,10,,47536,50,84,57,51,52,55,53,348,-7,-86,8,6,-7,2,2,-544
12,6,10,,49392,54,80,63,48,58,48,61,318,-3,-35,11,1,0,-5,8,-442
12,7,10,,49434,65,58,59,50,57,55,79,202,3,-20,4,5,-2,2,31,-531
12,8,10,,49526,938,1240,1109,794,838,627,2367,4130,879,1159,1008,748,777,573,2315,3369
12,9,10,,48903,57,68,160,57,62,54,77,309,1,-8,-181,11,3,2,22,-308
12,10,10,spike_control_g,10905,57,56,142,46,49,44,57,182,6,-20,-407,3,-13,-7,10,-236
12,11,10,,47929,54,54,158,43,53,58,68,168,2,-14,-294,-1,-7,3,15,-207
12,12,10,,50180,93,83,258,58,131,78,102,269,41,15,-80,14,71,25,50,-90
12,13,10,cel-miR-36,49411,55,55,184,42,47,49,55,144,0,-24,-121,-2,-15,-4,7,-186
12,14,10,,50454,59,67,206,48,58,53,57,153,2,-19,-78,5,-7,-2,2,-76
12,15,10,,47425,59,76,152,44,57,61,55,127,2,-100,-105,1,-26,5,-2,-82
12,1,11,,48912,57,55,47,50,59,57,67,686,2,7,2,3,-4,0,20,-141
12,2,11,,49123,62,51,60,45,62,52,54,449,7,1,13,1,1,-4,7,-672
12,3,11,,49956,281,338,313,119,391,327,323,631,228,281,264,72,329,274,270,-307
12,4,11,,49688,51,58,47,47,50,45,52,234,-7,-44,-4,3,-8,-7,2,-669
12,5,11,,49900,104,128,65,104,305,145,73,195,47,-16,17,61,245,93,25,-710
12,6,11,,49882,58,44,54,47,48,50,51,232,-2,-56,2,2,-16,-4,-3,-528
12,7,11,,48646,60,61,58,49,55,51,52,430,-2,-10,5,4,-7,-3,-2,-268
12,8,11,,49431,80,81,100,79,99,59,113,376,21,6,5,34,35,5,66,-357
12,9,11,,49659,56,51,133,44,76,50,58,279,1,-17,-205,0,15,-2,6,-298
12,10,11,,50157,62,71,257,55,71,55,76,204,6,-9,-281,11,6,1,23,-161
12,11,11,spike_control_e,10906,60,52,196,56,55,55,75,188,5,-27,-243,13,-6,-1,26,-139
12,12,11,cel-miR-253*,49145,59,57,223,52,55,50,60,165,5,-22,-116,8,-6,-4,5,-121
12,13,11,,49146,844,788,414,697,1042,941,720,422,790,694,103,652,978,888,668,135
12,14,11,,47795,68,63,160,54,61,55,73,93,10,-54,-116,9,-15,-2,16,-135
12,15,11,,50118,254,307,329,178,239,164,212,828,196,99,88,133,144,109,156,607
12,1,12,,50136,52,61,52,46,50,49,74,172,-2,11,3,2,-12,-7,30,-671
12,2,12,,49080,61,54,74,49,58,51,74,267,6,5,25,4,-8,-7,25,-954
12,3,12,,49819,55,49,60,49,47,58,76,314,0,-5,12,6,-14,1,29,-658
12,4,12,,49863,64,68,62,55,60,63,75,321,11,-9,12,10,1,9,26,-587
12,5,12,,50330,54,64,54,44,47,51,56,252,-5,-26,4,0,-17,-2,6,-603
12,6,12,,48959,70,87,75,48,62,59,78,430,8,15,26,4,0,6,29,-343
12,7,12,,49188,62,66,53,49,53,52,55,355,0,-3,1,6,-7,-4,6,-366
12,8,12,,49441,63,53,64,45,53,56,59,232,1,-26,-29,0,-10,3,9,-466
12,9,12,,50345,55,65,109,44,55,49,53,206,0,-13,-229,-2,-6,-2,0,-313
12,10,12,,49125,54,58,134,45,57,46,63,101,-1,-20,-362,0,-6,-8,11,-226
12,11,12,,50122,68,75,422,43,60,59,57,353,12,-8,-11,-1,-1,6,5,57
12,12,12,spike_control_h,10907,52,61,186,50,62,49,65,159,-2,-29,-172,4,-2,-4,15,-114
12,13,12,,50241,59,55,119,40,60,61,79,180,4,-42,-200,-4,-8,8,27,-89
12,14,12,,49310,54,62,142,49,59,50,74,89,-5,-53,-146,4,-17,-7,14,-145
12,15,12,,50253,67,89,128,52,68,59,68,167,6,-131,-133,9,-10,5,12,-54
12,1,13,,47807,60,54,54,44,59,53,70,275,3,7,8,-1,0,-4,23,-564
12,2,13,,47119,56,52,63,44,52,54,58,318,0,4,14,-1,-12,0,7,-774
12,3,13,cel-miR-245,49464,106,67,108,63,77,62,80,655,51,13,60,21,13,10,30,-358
12,4,13,cel-miR-82,50229,63,103,64,54,93,71,81,597,8,43,14,8,29,16,25,-450
12,5,13,,48185,85,142,62,98,139,80,103,143,27,72,14,53,78,27,47,-822
12,6,13,,48507,71,55,59,56,68,57,57,282,11,-9,9,12,5,3,7,-492
12,7,13,cel-miR-1021,49352,52,58,54,48,51,54,60,239,-8,-2,3,4,-10,0,10,-453
12,8,13,,49260,52,55,57,44,60,59,58,268,-9,-13,-21,-2,3,2,9,-407
12,9,13,cel-miR-236,50073,61,71,87,44,53,49,63,329,2,-11,-188,-1,-6,-6,9,-191
12,10,13,,49505,69,88,208,83,71,63,70,150,12,-6,-245,39,7,9,15,-196
12,11,13,,49395,54,58,294,50,63,48,68,189,-5,-35,-165,5,2,-6,17,-73
12,12,13,,49923,223,99,284,105,90,89,105,170,169,14,-50,59,28,35,53,-68
12,13,13,,50418,50,66,175,42,58,45,59,145,-6,-22,-127,-1,-8,-9,0,-113
12,14,13,,50282,104,165,216,56,74,74,63,183,45,65,-56,10,11,19,5,-60
12,15,13,,50218,55,77,149,50,53,59,58,105,-5,-92,-122,5,-7,6,-2,-93
12,1,14,Hy3,13138,842,923,703,823,448,219,375,1078,787,874,655,776,387,165,331,321
12,2,14,,49939,55,47,54,53,59,45,65,224,-3,-1,8,8,-1,-8,20,-811
12,3,14,,50213,70,79,66,87,77,62,72,341,13,29,20,42,19,9,16,-686
12,4,14,,50142,59,57,53,47,49,58,49,398,2,1,4,1,-9,-1,-4,-604
12,5,14,,50254,57,64,57,54,53,51,59,351,0,-2,3,10,-9,-5,6,-545
12,6,14,,50340,71,89,79,69,65,59,74,333,12,19,25,26,2,3,23,-427
12,7,14,,48990,58,55,58,45,57,54,56,262,0,-11,3,1,-4,-1,6,-395
12,8,14,,47309,59,47,58,48,50,53,55,296,-1,-23,-29,3,-14,-2,1,-402
12,9,14,,49550,80,90,428,68,86,58,106,338,24,12,160,23,23,4,54,-87
12,10,14,,50211,58,72,180,49,56,48,64,156,3,-22,-279,2,-5,-5,11,-123
12,11,14,,49153,60,89,199,53,58,60,73,178,0,-20,-292,8,0,7,23,-67
12,12,14,,49436,69,63,188,56,49,52,67,123,12,-27,-170,12,-11,-1,10,-125
